11-May-2012,4938.85,4976.25,4906.15,4928.90,138526070,5061.57
14-May-2012,4934.35,4957.20,4874.50,4907.80,126951751,5291.93
15-May-2012,4869.85,4955.20,4868.55,4942.80,142119571,5491.24
16-May-2012,4875.30,4882.25,4837.05,4858.25,165048505,6316.66
17-May-2012,4878.60,4922.25,4850.20,4870.20,155654031,5745.51
18-May-2012,4796.40,4908.50,4788.95,4891.45,154508649,6447.08
21-May-2012,4888.50,4937.50,4888.50,4906.05,116506971,4527.67
22-May-2012,4954.70,4956.35,4849.90,4860.50,130808278,5074.37
23-May-2012,4843.00,4853.75,4803.95,4835.65,136108067,4854.15
24-May-2012,4863.40,4931.90,4830.15,4921.40,140474832,5012.08
25-May-2012,4905.95,4935.80,4889.35,4920.40,118191157,4398.09
28-May-2012,4931.70,4994.95,4931.30,4985.65,97260991,3983.53
29-May-2012,5005.35,5020.15,4982.15,4990.10,124219839,4923.56
30-May-2012,4964.25,4982.25,4944.90,4950.75,146005250,5374.65
31-May-2012,4896.10,4949.25,4883.55,4924.25,296911390,10662.01
01-Jun-2012,4910.85,4925.00,4831.75,4841.60,138767416,4989.22
04-Jun-2012,4797.30,4858.30,4770.35,4848.15,152339865,5143.54
05-Jun-2012,4869.45,4898.95,4847.70,4863.30,141476962,5016.41
06-Jun-2012,4886.65,5010.45,4886.15,4997.10,185340406,7188.42
07-Jun-2012,5035.35,5059.65,5007.75,5049.65,150558164,6077.37
08-Jun-2012,5044.25,5084.45,4994.80,5068.35,138389395,5249.81
11-Jun-2012,5096.70,5124.45,5040.70,5054.10,125615102,4813.82
12-Jun-2012,5015.50,5128.90,5015.15,5115.90,135478015,5205.90
13-Jun-2012,5117.55,5144.90,5095.45,5121.45,125668126,5287.08
14-Jun-2012,5105.10,5130.00,5047.60,5054.75,118353366,4751.86
15-Jun-2012,5069.55,5146.20,5069.15,5139.05,155437144,5944.00
18-Jun-2012,5174.00,5190.20,5041.70,5064.25,153461067,6005.83
19-Jun-2012,5050.80,5113.60,5048.10,5103.85,149416155,5336.22
20-Jun-2012,5114.55,5141.70,5100.70,5120.55,160505645,5313.60
21-Jun-2012,5097.35,5170.40,5093.45,5165.00,142992948,5558.56
22-Jun-2012,5101.75,5159.80,5094.00,5146.05,159747192,5500.44
25-Jun-2012,5158.50,5194.60,5105.65,5114.65,123503010,4894.04
26-Jun-2012,5107.45,5134.55,5095.50,5120.80,99404566,4119.69
27-Jun-2012,5149.45,5160.10,5129.25,5141.90,112269218,4238.62
28-Jun-2012,5148.95,5159.05,5125.30,5149.15,143073791,5597.52
29-Jun-2012,5191.25,5286.25,5189.00,5278.90,226523598,8461.24
