16-Mar-2016,7457.05,7508.00,7405.15,7498.75,201430035,7102.59
17-Mar-2016,7557.40,7585.30,7479.40,7512.55,247043954,9539.89
18-Mar-2016,7534.65,7613.60,7517.90,7604.35,244727490,9971.59
21-Mar-2016,7619.20,7713.55,7617.70,7704.25,202853386,8381.51
22-Mar-2016,7695.55,7728.20,7643.80,7714.90,215355848,8628.05
23-Mar-2016,7717.45,7726.85,7670.60,7716.50,205794773,7612.54
28-Mar-2016,7741.00,7749.40,7587.70,7615.10,249905118,10102.36
29-Mar-2016,7606.55,7652.90,7582.25,7597.00,223493457,10474.75
30-Mar-2016,7651.10,7741.95,7643.45,7735.20,239843751,9908.60
31-Mar-2016,7727.65,7777.60,7702.00,7738.40,391914059,15918.74
01-Apr-2016,7718.05,7740.15,7666.10,7713.05,189571551,8118.47
04-Apr-2016,7733.15,7764.45,7704.40,7758.80,160277940,6506.44
05-Apr-2016,7736.30,7736.30,7588.65,7603.20,210126897,8412.34
06-Apr-2016,7636.05,7638.65,7591.75,7614.35,170653808,6802.69
07-Apr-2016,7630.40,7630.75,7535.85,7546.45,241684050,7709.23
08-Apr-2016,7542.35,7569.35,7526.70,7555.20,147816460,5981.23
11-Apr-2016,7577.80,7678.80,7516.85,7671.40,185353268,7055.61
12-Apr-2016,7669.25,7717.40,7663.35,7708.95,168508978,6945.44
13-Apr-2016,7777.15,7864.80,7772.20,7850.45,227217288,10071.44
18-Apr-2016,7908.15,7920.60,7842.75,7914.70,190258561,10356.03
20-Apr-2016,7950.05,7950.40,7877.55,7914.75,211630060,10069.83
21-Apr-2016,7953.65,7978.45,7884.10,7912.05,230577117,9613.30
22-Apr-2016,7891.80,7923.35,7873.35,7899.30,188988540,7714.04
25-Apr-2016,7894.80,7911.00,7827.00,7855.05,150776959,7362.13
26-Apr-2016,7828.15,7974.50,7822.55,7962.65,208656803,9686.21
27-Apr-2016,7942.00,7991.00,7940.55,7979.90,213174058,9669.04
28-Apr-2016,7967.40,7992.00,7834.45,7847.25,301485186,14943.30
29-Apr-2016,7844.25,7889.05,7788.70,7849.80,251227047,9872.58
02-May-2016,7822.70,7829.80,7777.30,7805.90,150818181,6079.16
03-May-2016,7824.80,7890.25,7735.15,7747.00,192271370,8536.83
04-May-2016,7724.15,7749.00,7697.25,7706.55,205939089,7816.27
05-May-2016,7731.00,7777.55,7706.85,7735.50,190792828,8089.45
06-May-2016,7717.65,7738.90,7678.35,7733.45,168662226,6296.51
09-May-2016,7755.25,7873.65,7753.55,7866.05,165616829,7559.77
10-May-2016,7873.55,7896.90,7837.70,7887.80,166957276,7306.72
11-May-2016,7804.65,7893.10,7780.90,7848.85,220712496,9394.05
12-May-2016,7871.45,7916.05,7849.65,7900.40,157444918,7171.91
13-May-2016,7881.00,7881.00,7784.20,7814.90,185061782,10152.08
16-May-2016,7831.20,7873.90,7772.15,7860.75,211547775,7790.24
17-May-2016,7896.85,7940.10,7879.70,7890.75,189140810,8195.95
18-May-2016,7846.75,7882.05,7810.75,7870.15,161169418,7333.13
19-May-2016,7875.50,7876.20,7766.80,7783.40,175711829,7163.38
20-May-2016,7792.20,7812.40,7735.75,7749.70,161889432,6798.89
23-May-2016,7813.95,7820.60,7722.20,7731.05,177347948,7141.74
24-May-2016,7738.05,7761.55,7715.80,7748.85,151538169,6119.23
25-May-2016,7811.80,7941.20,7809.30,7934.90,181636649,8202.39
26-May-2016,7974.45,8083.00,7948.50,8069.65,272456307,12422.00
27-May-2016,8081.95,8164.20,8077.05,8156.65,268963949,10607.22
30-May-2016,8166.50,8200.00,8150.80,8178.50,255086293,9199.38
31-May-2016,8209.85,8213.60,8134.30,8160.10,485645737,21491.53
01-Jun-2016,8179.20,8215.35,8171.05,8179.95,200371829,8408.53
02-Jun-2016,8156.90,8229.50,8154.75,8218.95,187316365,8389.69
03-Jun-2016,8246.20,8262.00,8209.85,8220.80,390652017,10762.52
06-Jun-2016,8228.75,8234.70,8186.05,8201.05,176885226,7657.92
07-Jun-2016,8235.55,8294.95,8216.40,8266.45,249365706,10462.49
08-Jun-2016,8285.50,8288.90,8252.05,8273.05,179710369,7614.02
09-Jun-2016,8273.35,8273.35,8184.60,8203.60,180293039,7973.10
10-Jun-2016,8180.25,8265.60,8162.85,8170.05,187757375,7853.83
13-Jun-2016,8102.25,8125.25,8063.90,8110.60,174916286,7343.99
14-Jun-2016,8134.40,8134.95,8069.50,8108.85,150042362,6003.23
15-Jun-2016,8139.40,8213.20,8123.15,8206.60,174953935,6945.89
16-Jun-2016,8180.65,8180.65,8074.45,8140.75,195028743,7764.57
17-Jun-2016,8176.65,8195.25,8135.80,8170.20,171842760,7741.90
20-Jun-2016,8115.75,8244.15,8107.35,8238.50,173750792,7392.97
21-Jun-2016,8255.40,8257.25,8202.15,8219.90,141161921,5978.26
22-Jun-2016,8213.65,8238.35,8153.25,8203.70,140268297,6377.69
23-Jun-2016,8201.15,8285.60,8188.30,8270.45,158852677,6805.86
24-Jun-2016,8029.10,8100.70,7927.05,8088.60,306803641,13263.08
27-Jun-2016,8039.35,8120.65,8039.35,8094.70,167462711,7614.06
28-Jun-2016,8096.05,8146.35,8086.85,8127.85,175724276,7777.39
29-Jun-2016,8173.10,8212.40,8157.65,8204.00,151499716,6940.87
30-Jun-2016,8260.25,8308.15,8242.10,8287.75,288031935,12346.32
